TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
skin-forearm-carcinoma-basal_cell_carcinosarcoma	skin-forearm-carcinoma-basal_cell_carcinosarcoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
haemangioma	haemangioma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
pancreas-carcinoma-mixed_acinar-neuroendocrine-ductal_carcinoma	pancreas-carcinoma-mixed_acinar-neuroendocrine-ductal_carcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
mixed_acinar-neuroendocrine_carcinoma	mixed_acinar-neuroendocrine_carcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
ovary-low_malignant_potential_(borderline)_tumour-endometrioid	ovary-low_malignant_potential_(borderline)_tumour-endometrioid	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-chronic_neutrophilic_leukaemia	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-chronic_neutrophilic_leukaemia	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
groin	groin	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
pancreas-carcinoma-mixed_acinar-neuroendocrine_carcinoma	pancreas-carcinoma-mixed_acinar-neuroendocrine_carcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
central_nervous_system-parietal_lobe-glioma-astrocytoma_Grade_IV	central_nervous_system-parietal_lobe-glioma-astrocytoma_Grade_IV	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
central_nervous_system-medulla-glioma-oligodendroglioma_Grade_III	central_nervous_system-medulla-glioma-oligodendroglioma_Grade_III	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
pancreas-carcinoma-mixed_acinar-ductal_carcinoma	pancreas-carcinoma-mixed_acinar-ductal_carcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
vulva-carcinoma-squamous_cell_carcinoma	vulva-carcinoma-squamous_cell_carcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
central_nervous_system-thalamus-glioma-astrocytoma_Grade_IV	central_nervous_system-thalamus-glioma-astrocytoma_Grade_IV	1.0000000000213	2.13019606926272e-11	100	0	0	23	17775
soft_tissue-fat-liposarcoma-myxoid-round_cell	soft_tissue-fat-liposarcoma-myxoid-round_cell	1.0000000000213	2.13019606926272e-11	100	0	0	23	17775
myxoid-round_cell	myxoid-round_cell	1.0000000000213	2.13019606926272e-11	100	0	0	23	17775
oesophagus-lower_third-carcinoma-squamous_cell_carcinoma	oesophagus-lower_third-carcinoma-squamous_cell_carcinoma	1.00000000002135	2.13521737093585e-11	3665	0	0	23	17775
acral_lentiginous	acral_lentiginous	1.00000000002169	2.16883769992247e-11	768	0	0	23	17775
central_nervous_system-brain-glioma-astrocytoma_Grade_I	central_nervous_system-brain-glioma-astrocytoma_Grade_I	1.00000000002176	2.17645260006988e-11	43	0	0	23	17775
fibroadenoma	fibroadenoma	1.00000000002176	2.17645260006988e-11	43	0	0	23	17775
breast-other-fibroadenoma	breast-other-fibroadenoma	1.00000000002176	2.17645260006988e-11	43	0	0	23	17775
hand	hand	1.00000000002184	2.18384912454872e-11	587	0	0	23	17775
breast-carcinoma_in_situ-ductal_carcinoma_in_situ	breast-carcinoma_in_situ-ductal_carcinoma_in_situ	1.00000000002184	2.1844143108753e-11	94	0	0	23	17775
carcinoma_in_situ	carcinoma_in_situ	1.00000000002184	2.1844143108753e-11	94	0	0	23	17775
ductal_carcinoma_in_situ	ductal_carcinoma_in_situ	1.00000000002184	2.1844143108753e-11	94	0	0	23	17775
skin-abdomen-malignant_melanoma	skin-abdomen-malignant_melanoma	1.00000000002262	2.26220449549836e-11	417	0	0	23	17775
central_nervous_system-brainstem-glioma-astrocytoma_Grade_I	central_nervous_system-brainstem-glioma-astrocytoma_Grade_I	1.00000000002269	2.26909149189401e-11	38	0	0	23	17775
mucinous	mucinous	1.00000000002269	2.26909149189401e-11	38	0	0	23	17775
mediastinum	mediastinum	1.00000000002269	2.26909149189401e-11	38	0	0	23	17775
salivary_gland-tongue-carcinoma-adenoid_cystic_carcinoma	salivary_gland-tongue-carcinoma-adenoid_cystic_carcinoma	1.00000000002269	2.26909149189401e-11	38	0	0	23	17775
astrocytoma	astrocytoma	1.00000000002269	2.26909149189401e-11	38	0	0	23	17775
soft_tissue-nerve_sheath-malignant_peripheral_nerve_sheath_tumour	soft_tissue-nerve_sheath-malignant_peripheral_nerve_sheath_tumour	1.00000000002269	2.26909149189401e-11	38	0	0	23	17775
central_nervous_system-posterior_fossa-glioma-astrocytoma_Grade_IV	central_nervous_system-posterior_fossa-glioma-astrocytoma_Grade_IV	1.00000000002277	2.27654816978937e-11	56	0	0	23	17775
peripheral	peripheral	1.00000000002277	2.27654816978937e-11	56	0	0	23	17775
salivary_gland-maxilla-carcinoma-adenoid_cystic_carcinoma	salivary_gland-maxilla-carcinoma-adenoid_cystic_carcinoma	1.00000000002277	2.27654816978937e-11	56	0	0	23	17775
sex_cord-stromal_tumour	sex_cord-stromal_tumour	1.00000000002289	2.28859727218023e-11	42	0	0	23	17775
cervix-carcinoma	cervix-carcinoma	1.00000000002289	2.28859727218023e-11	42	0	0	23	17775
leiomyosarcoma	leiomyosarcoma	1.00000000002289	2.28859727218023e-11	42	0	0	23	17775
soft_tissue-smooth_muscle-leiomyosarcoma	soft_tissue-smooth_muscle-leiomyosarcoma	1.00000000002289	2.28859727218023e-11	42	0	0	23	17775
shoulder	shoulder	1.00000000002445	2.44464685190978e-11	404	0	0	23	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-mast_cell_neoplasm	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-mast_cell_neoplasm	1.00000000002464	2.46422955745864e-11	254	0	0	23	17775
mast_cell_neoplasm	mast_cell_neoplasm	1.00000000002464	2.46422955745864e-11	254	0	0	23	17775
thyroid-carcinoma-Hurthle_cell_carcinoma	thyroid-carcinoma-Hurthle_cell_carcinoma	1.0000000000248	2.48018792373798e-11	209	0	0	23	17775
Hurthle_cell_carcinoma	Hurthle_cell_carcinoma	1.0000000000248	2.48018792373798e-11	209	0	0	23	17775
dysplasia-carcinoma_in_situ	dysplasia-carcinoma_in_situ	1.00000000002482	2.48236433174401e-11	25	0	0	23	17775
biliary_tract-gallbladder-carcinoma-squamous_cell_carcinoma	biliary_tract-gallbladder-carcinoma-squamous_cell_carcinoma	1.00000000002482	2.48236433174401e-11	25	0	0	23	17775
ileum	ileum	1.00000000002482	2.48236433174401e-11	25	0	0	23	17775
Spitz	Spitz	1.00000000002482	2.48236433174401e-11	25	0	0	23	17775
bone-sternum-chondrosarcoma	bone-sternum-chondrosarcoma	1.00000000002482	2.48236433174401e-11	25	0	0	23	17775
adnexal_tumour	adnexal_tumour	1.00000000002482	2.48236433174401e-11	25	0	0	23	17775
bone-humerus-chondrosarcoma-central	bone-humerus-chondrosarcoma-central	1.00000000002482	2.48236433174401e-11	25	0	0	23	17775
ganglioglioma	ganglioglioma	1.00000000002482	2.48236433174401e-11	25	0	0	23	17775
meningioma	meningioma	1.00000000002509	2.50921752855177e-11	528	0	0	23	17775
meninges	meninges	1.00000000002509	2.50921752855177e-11	528	0	0	23	17775
bone-pelvis-chondrosarcoma	bone-pelvis-chondrosarcoma	1.00000000002545	2.54516623712309e-11	319	0	0	23	17775
SHH_subtype	SHH_subtype	1.00000000002553	2.55291214280081e-11	679	0	0	23	17775
salivary_gland-carcinoma-adenoid_cystic_carcinoma	salivary_gland-carcinoma-adenoid_cystic_carcinoma	1.00000000002561	2.56105493127825e-11	507	0	0	23	17775
sole	sole	1.00000000002569	2.56911078688551e-11	281	0	0	23	17775
skin-back-malignant_melanoma	skin-back-malignant_melanoma	1.00000000002569	2.56911078688551e-11	281	0	0	23	17775
sarcoma	sarcoma	1.00000000002574	2.57417412179104e-11	57	0	0	23	17775
central_nervous_system-thalamus-glioma-astrocytoma_Grade_II	central_nervous_system-thalamus-glioma-astrocytoma_Grade_II	1.00000000002574	2.57417412179104e-11	57	0	0	23	17775
skin-forearm-malignant_melanoma	skin-forearm-malignant_melanoma	1.00000000002574	2.57417412179104e-11	57	0	0	23	17775
thyroid-adenoma-nodule-goitre	thyroid-adenoma-nodule-goitre	1.00000000002574	2.57417412179104e-11	57	0	0	23	17775
skin-nipple-malignant_melanoma	skin-nipple-malignant_melanoma	1.00000000002581	2.58053809964102e-11	201	0	0	23	17775
nipple	nipple	1.00000000002581	2.58053809964102e-11	201	0	0	23	17775
central_nervous_system-brainstem-glioma-oligoastrocytoma_Grade_II	central_nervous_system-brainstem-glioma-oligoastrocytoma_Grade_II	1.00000000002581	2.58140333858333e-11	55	0	0	23	17775
upper_aerodigestive_tract-pharynx-carcinoma-nasopharyngeal_carcinoma	upper_aerodigestive_tract-pharynx-carcinoma-nasopharyngeal_carcinoma	1.00000000002592	2.59214930818439e-11	1480	0	0	23	17775
nasopharyngeal_carcinoma	nasopharyngeal_carcinoma	1.00000000002592	2.59214930818439e-11	1480	0	0	23	17775
peripheral_T_cell_lymphoma_unspecified	peripheral_T_cell_lymphoma_unspecified	1.00000000002595	2.59473144737432e-11	169	0	0	23	17775
skin-leg-malignant_melanoma	skin-leg-malignant_melanoma	1.000000000026	2.59978528475544e-11	562	0	0	23	17775
Wilms_tumour	Wilms_tumour	1.000000000026	2.59978528475544e-11	562	0	0	23	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-blast_phase_chronic_myeloid_leukaemia	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-blast_phase_chronic_myeloid_leukaemia	1.00000000002649	2.64901032114472e-11	64	0	0	23	17775
adenoma-nodule-goitre	adenoma-nodule-goitre	1.00000000002649	2.64901032114472e-11	64	0	0	23	17775
blast_phase_chronic_myeloid_leukaemia	blast_phase_chronic_myeloid_leukaemia	1.00000000002649	2.64901032114472e-11	64	0	0	23	17775
kidney-Wilms_tumour	kidney-Wilms_tumour	1.00000000002673	2.6730025191878e-11	561	0	0	23	17775
mucoepidermoid_carcinoma	mucoepidermoid_carcinoma	1.0000000000269	2.68980197748426e-11	97	0	0	23	17775
skin-knee-malignant_melanoma	skin-knee-malignant_melanoma	1.0000000000269	2.68980197748426e-11	97	0	0	23	17775
parathyroid-adenoma	parathyroid-adenoma	1.00000000002748	2.7478602682897e-11	194	0	0	23	17775
peritoneum-appendix-other-pseudomyxoma_peritonei	peritoneum-appendix-other-pseudomyxoma_peritonei	1.00000000002758	2.75798182646669e-11	597	0	0	23	17775
pseudomyxoma_peritonei	pseudomyxoma_peritonei	1.00000000002758	2.75798182646669e-11	597	0	0	23	17775
pancreas-carcinoma-solid_pseudopapillary_carcinoma	pancreas-carcinoma-solid_pseudopapillary_carcinoma	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-endometrial_stromal_sarcoma	soft_tissue-fibrous_tissue_and_uncertain_origin-endometrial_stromal_sarcoma	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
atypical_ductal_hyperplasia	atypical_ductal_hyperplasia	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
phyllodes_tumour	phyllodes_tumour	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
breast-other-phyllodes_tumour	breast-other-phyllodes_tumour	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-B_cell_lymphoma_unspecified	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-B_cell_lymphoma_unspecified	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
breast-hyperplasia-atypical_ductal_hyperplasia	breast-hyperplasia-atypical_ductal_hyperplasia	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
basal_cell_carcinoma	basal_cell_carcinoma	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
central_nervous_system-spinal_cord-glioma-astrocytoma_Grade_IV	central_nervous_system-spinal_cord-glioma-astrocytoma_Grade_IV	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
endometrial_stromal_sarcoma	endometrial_stromal_sarcoma	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
solid_pseudopapillary_carcinoma	solid_pseudopapillary_carcinoma	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
skin-benign_melanocytic_nevus-Spitz	skin-benign_melanocytic_nevus-Spitz	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
pleomorphic	pleomorphic	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
neuroendocrine_carcinoma	neuroendocrine_carcinoma	1.00000000002777	2.77710876685673e-11	24	0	0	23	17775
skin-upper_leg-malignant_melanoma	skin-upper_leg-malignant_melanoma	1.0000000000278	2.77969615093475e-11	871	0	0	23	17775
central_nervous_system-brainstem-glioma-oligoastrocytoma_Grade_III	central_nervous_system-brainstem-glioma-oligoastrocytoma_Grade_III	1.00000000002872	2.87237033729833e-11	123	0	0	23	17775
yolk_sac_tumour	yolk_sac_tumour	1.00000000002886	2.88619709633915e-11	85	0	0	23	17775
malignant	malignant	1.00000000002886	2.88619709633915e-11	85	0	0	23	17775
sinonasal_and_nasal_cavity	sinonasal_and_nasal_cavity	1.00000000002886	2.88619709633915e-11	85	0	0	23	17775
upper_aerodigestive_tract-mouth-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-mouth-carcinoma-adenoid_cystic_carcinoma	1.00000000002894	2.89358781961976e-11	393	0	0	23	17775
spindle	spindle	1.00000000002894	2.89358781961976e-11	393	0	0	23	17775
upper_aerodigestive_tract-lymph_node-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-lymph_node-carcinoma-adenoid_cystic_carcinoma	1.00000000002894	2.89358781961976e-11	393	0	0	23	17775
upper_aerodigestive_tract-carcinoma	upper_aerodigestive_tract-carcinoma	1.00000000002894	2.89358781961976e-11	393	0	0	23	17775
upper_aerodigestive_tract-head_neck-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-head_neck-carcinoma-adenoid_cystic_carcinoma	1.00000000002894	2.89358781961976e-11	393	0	0	23	17775
salivary_gland-carcinoma	salivary_gland-carcinoma	1.00000000002894	2.89358781961976e-11	393	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-mantle_cell_lymphoma	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-mantle_cell_lymphoma	1.00000000002938	2.93760565423532e-11	488	0	0	23	17775
bone-tibia-other-chondroblastoma	bone-tibia-other-chondroblastoma	1.00000000003045	3.04545102922146e-11	104	0	0	23	17775
eye-uveal_tract-malignant_melanoma-mixed	eye-uveal_tract-malignant_melanoma-mixed	1.00000000003045	3.04545102922146e-11	104	0	0	23	17775
papillary_adenocarcinoma	papillary_adenocarcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
urinary_tract-ureter-carcinoma-transitional_cell_carcinoma	urinary_tract-ureter-carcinoma-transitional_cell_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
bone-knee-chondrosarcoma-synovial	bone-knee-chondrosarcoma-synovial	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
skin-vulva-malignant_melanoma-nodular	skin-vulva-malignant_melanoma-nodular	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
central_nervous_system-choroid_plexus-other-choroid_plexus_carcinoma	central_nervous_system-choroid_plexus-other-choroid_plexus_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
melanotic	melanotic	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
thymus-thymic_carcinoma-squamous_cell_carcinoma	thymus-thymic_carcinoma-squamous_cell_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
ovary-germ_cell_tumour	ovary-germ_cell_tumour	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
chronically_sun_exposed_site	chronically_sun_exposed_site	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-lymphoplasmacytic_lymphoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-lymphoplasmacytic_lymphoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
ganglioneuroblastoma	ganglioneuroblastoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
bone-coccyx-chordoma	bone-coccyx-chordoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
central_nervous_system-chiasm-glioma-astrocytoma_Grade_I	central_nervous_system-chiasm-glioma-astrocytoma_Grade_I	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
gastrointestinal_tract_(site_indeterminate)-carcinoma	gastrointestinal_tract_(site_indeterminate)-carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
central_nervous_system-posterior_fossa-glioma-astrocytoma_Grade_III	central_nervous_system-posterior_fossa-glioma-astrocytoma_Grade_III	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
bone-tibia-osteosarcoma	bone-tibia-osteosarcoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
skin-mucosal-malignant_melanoma-desmoplastic	skin-mucosal-malignant_melanoma-desmoplastic	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
upper_aerodigestive_tract-sinonasal_and_nasal_cavity-carcinoma-neuroendocrine_carcinoma	upper_aerodigestive_tract-sinonasal_and_nasal_cavity-carcinoma-neuroendocrine_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-marginal_zone_lymphoma	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-marginal_zone_lymphoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
mixed_cell_carcinoma	mixed_cell_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
desmoplastic_infantile_ganglioglioma	desmoplastic_infantile_ganglioglioma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
lung-carcinoma-giant_cell_carcinoma	lung-carcinoma-giant_cell_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
central_nervous_system-parietal_lobe-glioma-astrocytoma_Grade_II	central_nervous_system-parietal_lobe-glioma-astrocytoma_Grade_II	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
cranium	cranium	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
choroid_plexus_carcinoma	choroid_plexus_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
bone-chondrosarcoma-conventional	bone-chondrosarcoma-conventional	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
melanocytic_neoplasm	melanocytic_neoplasm	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
autonomic_ganglia-abdomen-paraganglioma-benign	autonomic_ganglia-abdomen-paraganglioma-benign	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
junctional	junctional	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
endometrium-hyperplasia	endometrium-hyperplasia	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
haematopoietic_and_lymphoid_tissue-stomach-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-stomach-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
salivary_gland-parotid-adenoma-pleomorphic	salivary_gland-parotid-adenoma-pleomorphic	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
central_nervous_system-parietooccipital-glioma-astrocytoma_Grade_IV	central_nervous_system-parietooccipital-glioma-astrocytoma_Grade_IV	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
giant_cell_carcinoma	giant_cell_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
multihormonal	multihormonal	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
salivary_gland-retromolar-carcinoma-adenoid_cystic_carcinoma	salivary_gland-retromolar-carcinoma-adenoid_cystic_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
upper_aerodigestive_tract-trachea-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-trachea-carcinoma-adenoid_cystic_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
central_nervous_system-brain-other-central_neurocytoma	central_nervous_system-brain-other-central_neurocytoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
cervix-carcinoma-small_cell_carcinoma	cervix-carcinoma-small_cell_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
trichoblastoma	trichoblastoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
vulva-other-lichen_sclerosus	vulva-other-lichen_sclerosus	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
thyroid-carcinoma-insular_carcinoma	thyroid-carcinoma-insular_carcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
testis-germ_cell_tumour-yolk_sac_tumour	testis-germ_cell_tumour-yolk_sac_tumour	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
placenta-choriocarcinoma	placenta-choriocarcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
testis-sex_cord-stromal_tumour-Leydig_cell_tumour	testis-sex_cord-stromal_tumour-Leydig_cell_tumour	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
endometrioid_adenocarcinoma	endometrioid_adenocarcinoma	1.00000000003077	3.07668498672796e-11	8	0	0	23	17775
